CustomerID,Recency,Frequency,Monetary,AOV,MedianDaysBetween,Monetary_log,Recency_log,KM_Cluster,PC1,PC2,Segment
12398,46,1,1635.66,19.24305882352941,0.0,7.400412858792404,3.8501476017100575,2,0.1390679068733299,-0.1248686145158541,Potential Loyalists
12399,119,4,1108.65,18.790677966101697,0.0,7.011799929268738,4.787491742782046,2,-0.2018844175262578,0.6083275232973567,Potential Loyalists
12401,303,1,84.3,16.86,0.0,4.446174454497633,5.717027701406222,0,-2.046725258926065,0.6035823820367325,Champions
12402,323,1,225.6,20.50909090909091,0.0,5.423186348593906,5.780743515792329,0,-1.5980339546196811,0.7706176377702189,Champions
12403,50,1,427.7,85.53999999999999,0.0,6.060757373603932,3.9318256327243257,2,-0.544215077970307,-0.2526578397710225,Potential Loyalists
12405,149,1,1710.39,31.67388888888889,0.0,7.445061184797548,5.010635294096256,2,-0.306406985418243,0.576073306898247,Potential Loyalists
12406,22,2,3415.3,32.52666666666667,0.0,8.136313373066384,3.1354942159291497,2,0.8590453152620664,-0.3814766209624133,Potential Loyalists
12407,50,5,1708.12,22.18337662337662,0.0,7.443733897151405,3.9318256327243257,2,0.4272813711328921,0.2271675173566849,Potential Loyalists
12408,33,5,2888.55,27.51,0.0,7.968856059639959,3.5263605246161616,2,0.845447608556044,0.0535885566788597,Potential Loyalists
12409,79,3,11072.67,101.58412844036695,0.0,9.312325497408466,4.382026634673881,2,1.0032263262808745,0.5945845753118709,Potential Loyalists
12410,309,2,693.33,26.66653846153846,0.0,6.542947351813216,5.736572297479192,0,-0.9615930835882156,0.9662160131084594,Champions
12412,75,3,1226.88,20.112786885245903,0.0,7.113044384062484,4.330733340286331,2,-0.043878199587036,0.2737647606914736,Potential Loyalists
12413,67,3,758.1,19.95,0.0,6.632133521022722,4.219507705176107,2,-0.23258713443509,0.1437131454711593,Potential Loyalists
12414,217,3,562.4100000000001,31.245000000000005,0.0,6.334007604663526,5.384495062789089,0,-0.8462904921445504,0.80213603569893,Champions
12415,24,21,124914.53,174.46163407821228,0.0,11.735393027855736,3.218875824868201,1,3.9981227223024,1.5558647388953504,Loyal Customers
12417,3,9,3649.1,19.005729166666665,0.0,8.202509843461513,1.3862943611198906,1,2.12042583589798,-0.8999416470070635,Loyal Customers
12418,113,1,668.58,19.664117647058823,0.0,6.506650650150935,4.736198448394496,0,-0.6515320298445871,0.2879223618043323,Champions
12420,64,1,600.39,20.70310344827586,0.0,6.3992436425478765,4.174387269895637,2,-0.4775223930383292,-0.0627316435195435,Potential Loyalists
12421,16,4,807.04,17.93422222222222,0.0,6.694611562246261,2.833213344056216,2,0.4308107401477765,-0.6039902884499972,Potential Loyalists
12422,96,3,803.5600000000001,20.604102564102565,0.0,6.690295544136225,4.574710978503383,2,-0.3473357026291105,0.3641274710699399,Potential Loyalists
12423,1,8,1859.31,14.87448,0.0,7.528498419486568,0.6931471805599453,1,1.997202546174992,-1.4783460733594338,Loyal Customers
12424,163,2,1760.96,58.69866666666667,0.0,7.474182104762846,5.099866427824199,2,-0.2531734547090452,0.707708434397079,Potential Loyalists
12425,78,1,777.2,21.58888888888889,0.0,6.6569835605504535,4.3694478524670215,2,-0.4309106765082113,0.0880937407101804,Potential Loyalists
12426,195,1,582.73,19.424333333333333,0.0,6.369438547154207,5.278114659230517,0,-0.9362957425764578,0.5943938870619839,Champions
12427,22,3,825.8000000000001,26.63870967741936,0.0,6.717562827807614,3.1354942159291497,2,0.2452560230739925,-0.4942679368910348,Potential Loyalists
12428,26,9,7956.46,27.062789115646257,0.0,8.981865132439246,3.295836866004329,1,1.7301213759128573,0.3465450803668961,Loyal Customers
12429,9,4,3750.4,38.66391752577319,0.0,8.22988438262624,2.302585092994046,1,1.3897899704397827,-0.7192883283435828,Loyal Customers
12430,43,1,256.4,23.30909090909091,0.0,5.5506312951620265,3.784189633918261,0,-0.7324511111702127,-0.4083704314323492,Champions
12431,36,15,6487.45,27.48919491525424,0.0,8.777778952206313,3.610917912644224,1,1.9542927955782785,0.9544402242856928,Loyal Customers
12432,43,5,5059.32,46.84555555555556,0.0,8.529185001388596,3.784189633918261,2,1.013699180689003,0.2819213289078781,Potential Loyalists
12433,1,7,13375.87,31.847309523809525,0.0,9.50128237507538,0.6931471805599453,1,2.879975448172999,-1.2924743571859676,Loyal Customers
12434,85,2,806.14,16.122799999999998,0.0,6.6934971352559,4.454347296253507,2,-0.3723442947791204,0.2181096194701001,Potential Loyalists
12435,80,2,7829.89,217.49694444444447,0.0,8.965831447914955,4.394449154672439,2,0.7549874707722218,0.4819695546322984,Potential Loyalists
12436,100,1,509.01,31.813125,0.0,6.234430333369278,4.61512051684126,0,-0.7349555383565398,0.1794974580197842,Champions
12437,2,18,4951.41,24.75705,0.0,8.507629605767502,1.0986122886681098,1,3.05950330516823,-0.3628411749617164,Loyal Customers
12438,14,2,2906.85,29.66173469387755,0.0,7.975169255479829,2.70805020110221,2,0.952876350748709,-0.6587421649874556,Potential Loyalists
12441,367,1,173.55,15.77727272727273,0.0,5.162211233551045,5.908082938168931,0,-1.7759977516343597,0.8124610018545555,Champions
12442,3,1,172.06,14.338333333333331,0.0,5.153638355178593,1.3862943611198906,2,0.0400758358027124,-1.896911036514117,Potential Loyalists
12444,21,5,5005.46,28.27943502824859,0.0,8.518484357502437,3.091042453358316,1,1.2875288344547038,-0.1346377720556348,Loyal Customers
12445,22,1,133.4,33.35,0.0,4.900820428089049,3.1354942159291497,0,-0.786803875709779,-0.8826085283657513,Champions
12446,58,1,1002.31,17.281206896551726,0.0,6.9110598129904375,4.07753744390572,2,-0.1900486052679188,-0.0532263589542846,Potential Loyalists
12447,243,1,476.49,18.326538461538465,0.0,6.168543217293113,5.497168225293202,0,-1.12201008201456,0.6990926244966535,Champions
12448,44,1,449.45,20.42954545454545,0.0,6.110247083097449,3.80666248977032,2,-0.4698036502156787,-0.3210939820727241,Potential Loyalists
12449,22,4,4067.29,21.29471204188481,0.0,8.310978042729836,3.1354942159291497,1,1.0938753228816809,-0.2097361397122527,Loyal Customers
12450,156,2,197.88,24.735,0.0,5.292701627762401,5.056245805348308,0,-1.294724375788733,0.3938320369705361,Champions
12451,11,5,9035.52,25.52406779661017,0.0,9.109029423519525,2.4849066497880004,1,1.818237470364191,-0.4197750342923768,Loyal Customers
12452,17,2,430.5700000000001,19.57136363636364,0.0,6.067429722163682,2.8903717578961645,2,-0.0467256612356531,-0.801186586535205,Potential Loyalists
12453,134,1,707.09,16.443953488372095,0.0,6.562571204258897,4.90527477843843,0,-0.692443854358897,0.3965637507141022,Champions
12454,56,1,3528.34,235.22266666666667,0.0,8.168866163607964,4.04305126783455,2,0.4344995931912938,0.0920311485082399,Potential Loyalists
12455,73,6,2466.86,27.40955555555556,0.0,7.81110665732229,4.30406509320417,2,0.5308120483921137,0.5729227114753127,Potential Loyalists
12456,44,3,3181.04,25.44832,0.0,8.065277779528966,3.80666248977032,2,0.6293953137413616,0.0854876827461793,Potential Loyalists
12457,66,7,2363.23,37.511587301587305,0.0,7.768207666517555,4.204692619390966,2,0.6250018158735621,0.5820973464032575,Potential Loyalists
12458,71,2,947.4,24.931578947368426,0.0,6.854776354191251,4.276666119016055,2,-0.222517966211815,0.132964497669632,Potential Loyalists
12461,94,2,826.88,23.62514285714286,0.0,6.718868216346018,4.553876891600541,2,-0.40009202973753,0.2810676216710133,Potential Loyalists
12462,19,2,1189.59,19.186935483870965,0.0,7.082204261557526,2.995732273553991,2,0.4035354539319344,-0.6042278868028559,Potential Loyalists
12463,53,4,1344.78,16.202168674698793,0.0,7.204729049594601,3.9889840465642745,2,0.213220266151323,0.1555247129023777,Potential Loyalists
12464,10,8,1212.05,41.79482758620689,0.0,7.100893128209941,2.3978952727983707,2,1.1033574027018187,-0.5137226460910308,Potential Loyalists
12465,17,2,742.19,15.791276595744682,0.0,6.610951732080795,2.8903717578961645,2,0.2171546562917033,-0.7294927043865399,Potential Loyalists
12468,188,2,729.54,19.198421052631577,0.0,6.593783986707386,5.241747015059643,0,-0.7377210676050261,0.6765552708745809,Champions
12471,2,30,19824.05,43.09576086956522,0.0,9.894701568567964,1.0986122886681098,1,4.633108844232745,0.7123289617303499,Loyal Customers
12472,32,7,6572.11,19.386755162241887,0.0,8.790742363252102,3.49650756146648,1,1.4065214165389774,0.2928216582304578,Loyal Customers
12473,29,5,3938.55,23.44375,0.0,8.278821782571185,3.4011973816621555,2,1.0463203237655905,0.019510795949976,Potential Loyalists
12474,17,18,7375.79,17.395731132075472,0.0,8.906093863622669,2.8903717578961645,1,2.531689275676884,0.7628597324606005,Loyal Customers
12475,54,1,723.38,20.093888888888888,0.0,6.585316116572351,4.007333185232471,2,-0.3199368337022528,-0.1382414835414764,Potential Loyalists
12476,16,11,6816.42,29.255021459227468,0.0,8.82723638014411,2.833213344056216,1,1.9913072443799864,0.1977699825205492,Loyal Customers
12477,23,6,13219.74,44.0658,0.0,9.489542087633344,3.1780538303479458,1,1.7989669060519946,0.1199151079715317,Loyal Customers
12478,4,1,680.99,18.91638888888889,0.0,6.525014994979364,1.6094379124341005,2,0.6160542275560962,-1.582370375559802,Potential Loyalists
12479,11,1,527.2,17.006451612903227,0.0,6.269474999863032,2.4849066497880004,2,0.1395714278111998,-1.0917319378991155,Potential Loyalists
12480,28,4,3281.63,21.30928571428572,0.0,8.096400209353131,3.367295829986474,2,0.8963864205991584,-0.0992070018932803,Potential Loyalists
12481,23,10,5596.32,25.7894930875576,0.0,8.630043190742814,3.1780538303479458,1,1.681739963654059,0.3039442221123579,Loyal Customers
12483,17,8,2484.98,33.133066666666664,0.0,7.818422226986002,2.8903717578961645,1,1.2534729930640844,-0.1241165258902916,Loyal Customers
12484,33,6,4541.72,13.126358381502891,0.0,8.421281230578023,3.5263605246161616,1,1.1401154406982226,0.1876167785586851,Loyal Customers
12488,10,3,1298.66,23.612,0.0,7.169857970780942,2.3978952727983707,2,0.761764412623815,-0.8763786147268806,Potential Loyalists
12489,336,1,334.93,22.328666666666667,0.0,5.816902804925467,5.820082930352362,0,-1.4227203305849048,0.8461128610124422,Champions
12490,5,10,5417.93,22.114,0.0,8.597653657970227,1.791759469228055,1,2.2240644705208443,-0.5306233966325635,Loyal Customers
12491,39,1,460.4,17.70769230769231,0.0,6.134265345739653,3.688879454113936,2,-0.4107294732334777,-0.3884697861309947,Potential Loyalists
12492,63,2,263.21000000000004,13.160500000000004,0.0,5.5767442414854775,4.158883083359672,0,-0.7955901608840664,-0.1061597258796144,Champions
12493,166,2,433.74,19.715454545454545,0.0,6.07474815124472,5.117993812416755,0,-0.9398967594703352,0.5339715845506078,Champions
12494,16,7,1246.1,16.18311688311688,0.0,7.128576134926702,2.833213344056216,2,0.8665461267030456,-0.3236959910397987,Potential Loyalists
12497,82,1,1043.1,74.50714285714285,0.0,6.950910549296065,4.418840607796598,2,-0.3080918585707763,0.1564473835688783,Potential Loyalists
12498,21,3,403.7000000000001,17.55217391304348,0.0,6.00314605188182,3.091042453358316,2,-0.08369986726468,-0.6151274423779949,Potential Loyalists
12500,23,11,4257.82,69.80032786885245,0.0,8.356747405587967,3.1780538303479458,1,1.6240697619431872,0.3422454048850158,Loyal Customers
12501,337,1,2169.39,14.5596644295302,0.0,7.682662153888476,5.823045895483019,0,-0.5180855912371086,1.0939925597011475,Champions
12502,96,5,3723.87,25.332448979591835,0.0,8.222787230875806,4.574710978503383,2,0.5467202753756105,0.7149736524836966,Potential Loyalists
12504,18,2,482.05,53.5611111111111,0.0,6.180120167963518,2.9444389791664403,2,-0.0137790078318687,-0.7539394692619095,Potential Loyalists
12506,233,1,73.5,3.1956521739130435,0.0,4.310799125385514,5.455321115357702,0,-2.0071006842200827,0.4289812515026901,Champions
12507,134,3,1304.81,59.30954545454545,0.0,7.174578816863813,4.90527477843843,2,-0.2452835407975939,0.6259924448382499,Potential Loyalists
12508,26,2,398.27,5.772028985507246,0.0,5.989637879766574,3.295836866004329,2,-0.2477127140967183,-0.5686020167652076,Potential Loyalists
12509,284,1,176.5,25.214285714285715,0.0,5.178970608915471,5.652489180268651,0,-1.664972376154791,0.6615885354593876,Champions
12510,143,2,982.57,29.774848484848484,0.0,6.8911888096735625,4.969813299576001,0,-0.4838645173903159,0.5529151440660236,Champions
12512,66,2,138.03,4.059705882352941,0.0,4.934689737181452,4.204692619390966,0,-1.125748598363455,-0.1634138773847666,Champions
12513,113,1,612.29,17.494,0.0,6.418837907265026,4.736198448394496,0,-0.6941651781861156,0.2763393231697543,Champions
12514,267,1,1017.68,19.95450980392157,0.0,6.926262950537877,5.5909869805108565,0,-0.7919031462985479,0.855231497959574,Champions
12515,353,1,383.7,23.98125,0.0,5.95246380975825,5.869296913133774,0,-1.3767163445733337,0.8934699881156912,Champions
12516,78,2,1312.06,50.46384615384615,0.0,7.180115570136106,4.3694478524670215,2,-0.101914624545594,0.231448627682884,Potential Loyalists
12517,28,5,2502.84,8.812816901408452,0.0,7.825580832414862,3.367295829986474,2,0.8399185168166027,-0.0605791657089999,Potential Loyalists
12518,1,5,2056.89,16.58782258064516,0.0,7.629436465014086,0.6931471805599453,1,1.821162756418932,-1.6880834391806758,Loyal Customers
12519,64,1,340.84000000000003,18.93555555555556,0.0,5.83434279133577,4.174387269895637,0,-0.751782153028651,-0.1372455257791739,Champions
12520,79,5,2634.26,17.330657894736845,0.0,7.876737127834484,4.382026634673881,2,0.456277352478624,0.553922817980702,Potential Loyalists
12521,143,1,599.68,15.781052631578946,0.0,6.39806234681208,4.969813299576001,0,-0.7982928553456139,0.4135181724884609,Champions
12522,39,2,192.72,16.06,0.0,5.266413817535028,3.688879454113936,0,-0.7570569057483331,-0.4285941474858382,Champions
12523,19,11,1789.77,16.884622641509434,0.0,7.490400973937009,2.995732273553991,1,1.2768510897102965,0.1187708965389277,Loyal Customers
12524,9,8,4485.72,31.15083333333333,0.0,8.408877201532766,2.302585092994046,1,1.7767514853884911,-0.3982757961879584,Loyal Customers
12526,1,3,1316.66,18.54450704225352,0.0,7.183612715167257,0.6931471805599453,1,1.4546848249367177,-1.8955914639405689,Loyal Customers
12527,82,3,348.71000000000004,19.37277777777778,0.0,5.857104239599851,4.418840607796598,0,-0.689105402270659,0.1608687733307617,Champions
12528,9,6,1933.48,21.01608695652174,0.0,7.567593835498341,2.302585092994046,1,1.2182776325180271,-0.6579473664900706,Loyal Customers
12530,60,4,1662.28,25.186060606060607,0.0,7.416546835435133,4.110873864173311,2,0.2669914805824415,0.2564684169566724,Potential Loyalists
12531,15,1,125.22,7.365882352941177,0.0,4.838026416156094,2.772588722239781,2,-0.671203630020158,-1.1082469433876778,Potential Loyalists
12532,30,1,349.83000000000004,21.864375000000003,0.0,5.860301775655642,3.4339872044851463,2,-0.4411326825043533,-0.5772702343513872,Potential Loyalists
12534,131,1,1089.18,17.28857142857143,0.0,6.9940980992041535,4.882801922586371,0,-0.4738908467006603,0.4400250919175411,Champions
12535,92,2,716.35,21.069117647058825,0.0,6.575563866544399,4.532599493153256,0,-0.4611012237690615,0.2494211978775149,Champions
12536,43,3,12601.830000000002,48.2828735632184,0.0,9.441676670894656,3.784189633918261,1,1.3066843392402647,0.2535834275633215,Loyal Customers
12538,29,1,363.95,17.33095238095238,0.0,5.899760357897641,3.4011973816621555,2,-0.4087760443794113,-0.5917042605981614,Potential Loyalists
12539,22,4,5568.35,20.396886446886448,0.0,8.625033629522884,3.1354942159291497,1,1.2463495308292631,-0.1683102842421048,Loyal Customers
12540,20,17,13400.24,28.03397489539749,0.0,9.503102518971122,3.044522437723423,1,2.684469297011265,0.8595839445226715,Loyal Customers
12541,30,3,981.18,18.86884615384616,0.0,6.889774590946187,3.4339872044851463,2,0.2087072801443999,-0.2927753230429963,Potential Loyalists
12544,36,1,372.7,19.61578947368421,0.0,5.923453336491439,3.610917912644224,2,-0.4816956102525159,-0.4629707975794397,Potential Loyalists
12545,75,2,1000.39,20.0078,0.0,6.909144313826412,4.330733340286331,2,-0.2178869208005498,0.1725185217959821,Potential Loyalists
12546,47,2,1161.5,16.833333333333332,0.0,7.058328137461511,3.871201010907891,2,0.0395256262636986,-0.0830315656268963,Potential Loyalists
12547,198,2,207.8,25.975,0.0,5.341376856008484,5.293304824724492,0,-1.3665200883474344,0.5422346912252372,Champions
12548,166,1,95.2,19.04,0.0,4.566429357671661,5.117993812416755,0,-1.7472016869502434,0.2606645265583959,Champions
12550,79,1,964.83,16.92684210526316,0.0,6.872987835288763,4.382026634673881,2,-0.3311040096439705,0.1241198553667886,Potential Loyalists
12551,358,1,168.0,16.8,0.0,5.1298987149230735,5.883322388488279,0,-1.7817181990608966,0.7933689117203296,Champions
12552,39,2,437.82,21.891,0.0,6.084089306213804,3.688879454113936,2,-0.3600748817456684,-0.3207377423144482,Potential Loyalists
12553,8,10,3692.28,19.33130890052356,0.0,8.214270231095687,2.19722457733622,1,1.874712488780652,-0.3383482285857636,Loyal Customers
12556,50,2,603.71,4.989338842975207,0.0,6.404749004268278,3.9318256327243257,2,-0.3021918057833133,-0.132932666002408,Potential Loyalists
12557,16,5,11990.96,363.36242424242425,0.0,9.391991704219834,2.833213344056216,1,1.8154057873475544,-0.1738387556723766,Loyal Customers
12558,8,1,269.96,24.54181818181818,0.0,5.601971208509516,2.19722457733622,2,-0.068696366532311,-1.3520816066418568,Potential Loyalists
12559,311,2,561.71,26.74809523809524,0.0,6.33276439774036,5.7430031878094825,0,-1.0662257957034056,0.94234325634237,Champions
12560,5,3,2134.01,20.323904761904764,0.0,7.666226609492505,1.791759469228055,1,1.2467503269368696,-1.1739383245503436,Loyal Customers
12561,303,1,238.85,14.928125,0.0,5.480013727948073,5.717027701406222,0,-1.5447955656060883,0.7399521144100741,Champions
12562,8,7,3781.74,22.510357142857146,0.0,8.23820389374878,2.19722457733622,1,1.661287017059293,-0.5582429441554945,Loyal Customers
12564,261,1,456.9,21.75714285714286,0.0,6.12665081966305,5.568344503761097,0,-1.171000719791029,0.7361964697186547,Champions
12565,289,1,145.92000000000002,16.213333333333335,0.0,4.989888220951467,5.66988092298052,0,-1.7637730148471804,0.6470638714109236,Champions
12566,86,1,351.65,18.507894736842104,0.0,5.865476063654188,4.465908118654584,0,-0.8540179832835936,0.0414621374896238,Champions
12567,23,10,9401.28,21.07910313901345,0.0,9.148707492038316,3.1780538303479458,1,1.933551846188188,0.3723592202418175,Loyal Customers
12569,2,32,4124.6900000000005,21.93984042553192,0.0,8.324988557507531,1.0986122886681098,1,4.021042262793805,0.6539753426815146,Loyal Customers
12571,40,2,519.61,15.28264705882353,0.0,6.255001200981438,3.713572066704308,2,-0.2870369919442701,-0.2834042352118078,Potential Loyalists
12572,9,2,1020.42,17.007,0.0,6.928949094989139,2.302585092994046,2,0.6081547868201349,-1.0395908024462883,Potential Loyalists
12573,227,1,160.54000000000002,5.733571428571429,0.0,5.08475279001415,5.429345628954441,0,-1.620889263419688,0.5155129455049696,Champions
12574,316,1,218.45,19.85909090909091,0.0,5.391124416134243,5.75890177387728,0,-1.6048077017250153,0.753306767146692,Champions
12576,36,5,1315.83,14.952613636363637,0.0,7.182982612166326,3.610917912644224,2,0.4298671133122017,0.0005711114466832,Potential Loyalists
12577,35,3,657.8,4.474829931972788,0.0,6.490419998303485,3.58351893845611,2,-0.0453733150774348,-0.255893387072174,Potential Loyalists
12578,21,2,2794.51,24.51324561403509,0.0,7.935769837637909,3.091042453358316,2,0.779575244075268,-0.4345530985841619,Potential Loyalists
12579,78,1,440.42,15.18689655172414,0.0,6.0899968031722285,4.3694478524670215,0,-0.7061831454071044,0.0133047146511855,Champions
12580,247,1,415.7,17.320833333333333,0.0,6.032366538428407,5.513428746164983,0,-1.194669591000321,0.6908690232273018,Champions
12581,40,1,197.71,13.180666666666667,0.0,5.291846475417725,3.713572066704308,0,-0.8296643815398337,-0.4848008135354789,Champions
12582,239,2,511.36,23.24363636363637,0.0,6.239027502962935,5.480638923341991,0,-1.0061209849310453,0.7728405860650677,Champions
12583,3,15,7281.38,29.47927125506073,0.0,8.89321301083995,1.3862943611198906,1,2.905853272233186,-0.3627302441813254,Loyal Customers
12584,4,9,2338.15,24.355729166666663,0.0,7.757542894498013,1.6094379124341005,1,1.8145681396979303,-0.8249878304092588,Loyal Customers
12585,234,2,2040.1,23.44942528735632,0.0,7.621244157199997,5.459585514144159,0,-0.3265788265004077,0.9425538806291552,Champions
12586,17,1,196.94000000000003,17.903636363636366,0.0,5.2879639544685455,2.8903717578961645,2,-0.5001719327822514,-0.9783534662318616,Potential Loyalists
12587,8,1,144.0,36.0,0.0,4.976733742420574,2.19722457733622,2,-0.3722495954194181,-1.4345542579619874,Potential Loyalists
12588,39,1,214.9,21.49,0.0,5.3748153375207615,3.688879454113936,0,-0.7794429855814252,-0.4886458938020553,Champions
12589,29,2,646.68,18.47657142857143,0.0,6.473396747218991,3.4011973816621555,2,-0.0552600805861574,-0.4416875366019402,Potential Loyalists
12590,211,2,9864.26,145.06264705882353,0.0,9.196774773912752,5.356586274672012,2,0.4798045044114467,1.0886865389383484,Potential Loyalists
12591,317,1,452.85,17.41730769230769,0.0,6.117766746972636,5.762051382780177,0,-1.2532902076992831,0.8510417409377841,Champions
12592,92,2,437.6,24.31111111111112,0.0,6.083587835983788,4.532599493153256,0,-0.6999559321183711,0.1845265461220883,Champions
12593,109,3,418.1,19.90952380952381,0.0,6.038109554931026,4.700480365792417,0,-0.714600639734845,0.3534273813745207,Champions
12594,38,10,3338.2200000000003,28.290000000000003,0.0,8.113492525763553,3.6635616461296463,1,1.2355141840377777,0.5265939078447482,Loyal Customers
12596,51,2,618.27,22.898888888888887,0.0,6.428541364981557,3.951243718581428,2,-0.2984573043248071,-0.11816420629107,Potential Loyalists
12597,19,4,3811.22,18.50106796116505,0.0,8.245966975595675,2.995732273553991,1,1.1185732567337263,-0.3020193153318617,Loyal Customers
12598,10,8,3023.08,22.90212121212121,0.0,8.01436219197595,2.3978952727983707,1,1.5468472746846502,-0.3932304816355766,Loyal Customers
12599,29,7,1032.58,16.654516129032256,0.0,6.940783782995926,3.4011973816621555,2,0.5467321231068224,-0.008283470088037,Potential Loyalists
